Country Name,CCA3,Year,Population,Country Name_wb,Country Code,Region,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Nigeria,NGA,1997,113522705.0,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,43.308,18.276,82.0042,54457800000.0,479.984,0.0172374,118.9,45.923,124.573,3.974
Nicaragua,NIC,1997,4786640.0,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,29.238,5.657,349.859,4389970000.0,909.336,0.206217,35.7,68.234,40.1168,7.446
Netherlands,NLD,1997,15610650.0,Netherlands,NLD,Europe & Central Asia,High income: OECD,12.3,8.7,6066.24,417000000000.0,26700.5,14.0655,5.4,77.7944,462.401,5.511
Norway,NOR,1997,4405157.0,Norway,NOR,Europe & Central Asia,High income: OECD,13.6,10.1,24326.0,161000000000.0,36628.5,20.4179,4.2,78.1427,12.0609,4.687
Nepal,NPL,1997,22389803.0,Nepal,NPL,South Asia,Low income,34.542,9.57,46.4915,4918690000.0,217.788,0.0219989,69.4,60.144,157.935,1.731
New Zealand,NZL,1997,3781300.0,New Zealand,NZL,East Asia & Pacific,High income: OECD,15.23,7.26,9090.52,66075100000.0,17474.2,14.6015,6.7,77.3341,14.3606,6.857
Oman,OMN,1997,2249773.0,Oman,OMN,Middle East & North Africa,High income: nonOECD,27.225,3.902,2784.74,15837500000.0,7039.61,0.439793,17.5,70.726,7.26902,4.939
Pakistan,PAK,1997,129086987.0,Pakistan,PAK,South Asia,Lower middle income,36.919,9.428,357.538,62433300000.0,476.381,0.0275492,93.6,62.039,170.01,0.708
Panama,PAN,1997,2853941.0,Panama,PAN,Latin America & Caribbean,Upper middle income,24.308,4.795,1173.48,10677300000.0,3741.28,0.539066,22.9,74.5,38.39,4.113
Peru,PER,1997,24827406.0,Peru,PER,Latin America & Caribbean,Upper middle income,25.132,5.763,597.518,58147500000.0,2306.44,0.40343,37.3,69.834,19.6961,5.528
Philippines,PHL,1997,73064764.0,Philippines,PHL,East Asia & Pacific,Lower middle income,30.415,5.449,462.27,82344300000.0,1127.53,0.136913,30.6,68.574,244.93,3.551
Palau,PLW,1997,18123.0,Palau,PLW,East Asia & Pacific,Upper middle income,18.3,6.7,,,,,27.2,,39.1609,
Papua New Guinea,PNG,1997,5154910.0,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,34.539,9.782,,4936620000.0,906.36,0.100588,57.1,58.594,12.0272,3.003
Poland,POL,1997,38649660.0,Poland,POL,Europe & Central Asia,High income: OECD,10.7,9.8,3206.24,159000000000.0,4116.92,2.07347,10.4,72.6463,126.186,10.964
Puerto Rico,PRI,1997,3759430.0,Puerto Rico,PRI,Latin America & Caribbean,High income: nonOECD,16.2,7.7,,48187000000.0,12817.6,1.33182,,74.664,423.837,13.8
"Korea, Dem. People’s Rep.",PRK,1997,22335638.0,North Korea,PRK,East Asia & Pacific,Low income,19.289,8.732,736.996,,,0.0,55.0,64.772,185.493,4.246
Portugal,PRT,1997,10108977.0,Portugal,PRT,Europe & Central Asia,High income: OECD,11.2,10.4,3352.47,117000000000.0,11578.4,4.953,6.6,75.4122,110.481,6.571
Paraguay,PRY,1997,4980344.0,Paraguay,PRY,Latin America & Caribbean,Upper middle income,29.237,5.664,830.916,9965230000.0,1993.8,0.0995767,29.7,69.88,12.5802,9.292
West Bank and Gaza,PSE,1997,2706518.0,West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,42.7,4.9,,3759800000.0,1389.16,,27.5,70.309,449.588,14.194
French Polynesia,PYF,1997,223731.0,French Polynesia,PYF,East Asia & Pacific,High income: nonOECD,21.984,4.911,,3567060000.0,15723.2,0.214385,,71.202,61.9852,11.816
Qatar,QAT,1997,534608.0,Qatar,QAT,Middle East & North Africa,High income: nonOECD,20.013,2.001,12061.9,11297800000.0,21104.7,3.08375,12.0,77.052,46.1086,1.584
Romania,ROU,1997,22553978.0,Romania,ROU,Europe & Central Asia,Upper middle income,10.5,12.4,2251.0,35574900000.0,1577.32,0.445445,21.3,69.0049,98.2616,5.514
Russian Federation,RUS,1997,147915307.0,Russian Federation,RUS,Europe & Central Asia,High income: nonOECD,8.6,13.8,4935.62,405000000000.0,2737.57,0.472964,18.1,66.6988,9.03098,11.813
Rwanda,RWA,1997,6522382.0,Rwanda,RWA,Sub-Saharan Africa,Low income,41.736,23.366,,1851560000.0,288.409,0.00162579,115.2,39.838,260.231,0.617
Saudi Arabia,SAU,1997,19505576.0,Saudi Arabia,SAU,Middle East & North Africa,High income: nonOECD,28.577,3.902,5128.06,166000000000.0,8551.67,0.052099,22.5,71.766,9.02788,5.141
Sudan,SDN,1997,25410451.0,Sudan,SDN,Sub-Saharan Africa,Lower middle income,40.438,10.903,42.5271,11681500000.0,378.955,0.00123182,72.4,57.374,,16.557
Senegal,SEN,1997,9196528.0,Senegal,SEN,Sub-Saharan Africa,Lower middle income,40.129,11.103,117.513,5915250000.0,647.829,0.0273474,71.8,57.323,47.4257,5.659
Singapore,SGP,1997,3796038.0,Singapore,SGP,East Asia & Pacific,High income: nonOECD,14.5,4.5,6829.23,100000000000.0,26376.0,13.4716,3.6,76.8976,5665.73,2.5
Solomon Islands,SLB,1997,379947.0,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,36.552,5.953,,567920000.0,1494.53,0.391923,26.6,66.278,13.5762,2.472
Sierra Leone,SLE,1997,4305455.0,Sierra Leone,SLE,Sub-Saharan Africa,Low income,44.97,25.539,,850218000.0,196.115,0.00498784,149.2,37.496,60.0624,3.564
El Salvador,SLV,1997,5727755.0,El Salvador,SLV,Latin America & Caribbean,Lower middle income,27.568,6.907,555.837,10221700000.0,1778.84,0.256961,32.0,67.978,277.33,7.98
San Marino,SMR,1997,26508.0,San Marino,SMR,Europe & Central Asia,High income: nonOECD,,,,,,1.41855,6.8,,442.7,
Somalia,SOM,1997,8137475.0,Somalia,SOM,Sub-Saharan Africa,Low income,50.154,17.031,,,,0.00294871,104.2,48.967,12.6504,15.185
Serbia,SRB,1997,7596501.0,Serbia,SRB,Europe & Central Asia,Upper middle income,10.49,12.91,4291.32,24148000000.0,3178.83,,13.3,72.039,86.8569,13.8
South Sudan,SSD,1997,5814006.0,South Sudan,SSD,Sub-Saharan Africa,Low income,44.786,17.2,,,,,124.1,47.884,,13.541
Sao Tome and Principe,STP,1997,131107.0,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,39.418,10.052,,,,,63.3,59.631,141.492,14.251
Suriname,SUR,1997,455954.0,Suriname,SUR,Latin America & Caribbean,Upper middle income,24.85,7.33,,926422500.0,2039.85,1.00309,33.3,67.762,2.91129,10.56
Slovak Republic,SVK,1997,5383291.0,Slovak Republic,SVK,Europe & Central Asia,High income: OECD,11.0,9.7,5068.09,27660100000.0,5138.15,1.17338,9.3,72.7049,111.919,11.894
Slovenia,SVN,1997,1985956.0,Slovenia,SVN,Europe & Central Asia,High income: OECD,9.1,9.5,5434.66,20749100000.0,10447.9,7.59192,5.5,74.7073,98.6075,6.647
Sweden,SWE,1997,8846062.0,Sweden,SWE,Europe & Central Asia,High income: OECD,10.2,10.6,15410.7,265000000000.0,29938.0,23.7279,3.6,79.1976,21.5579,10.359
Swaziland,SWZ,1997,1003995.0,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,33.704,11.341,,1716700000.0,1781.87,0.088546,71.1,53.595,56.0131,22.5
Seychelles,SYC,1997,77319.0,Seychelles,SYC,Sub-Saharan Africa,High income: nonOECD,19.1,7.8,,562959000.0,7280.99,1.28296,12.0,71.2122,168.085,
Syrian Arab Republic,SYR,1997,15177456.0,Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,32.27,3.867,914.182,14505200000.0,955.844,0.0326078,22.7,72.439,82.5733,7.339
Turks and Caicos Islands,TCA,1997,16528.0,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income: nonOECD,,,,,,,,,18.4916,
Chad,TCD,1997,7493251.0,Chad,TCD,Sub-Saharan Africa,Low income,51.333,18.132,,1544690000.0,205.863,0.000658168,104.4,47.559,5.95894,1.005
Togo,TGO,1997,4534551.0,Togo,TGO,Sub-Saharan Africa,Low income,39.697,12.569,105.663,1498950000.0,334.143,0.211139,80.9,54.001,82.4775,2.233
Thailand,THA,1997,60863506.0,Thailand,THA,East Asia & Pacific,Upper middle income,15.92,6.58,1410.12,150000000000.0,2468.18,0.360522,21.5,70.267,119.099,0.87
Tajikistan,TJK,1997,5934282.0,Tajikistan,TJK,Europe & Central Asia,Lower middle income,33.023,10.008,2046.34,921572000.0,155.188,,81.1,59.65,42.4293,13.9
Turkmenistan,TKM,1997,4355114.0,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,26.026,8.016,1171.5,2450350000.0,562.637,,69.2,63.084,9.26758,11.0
Timor-Leste,TLS,1997,871994.0,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,40.422,12.115,,,,,97.3,55.907,57.9601,3.662
Tonga,TON,1997,96725.0,Tonga,TON,East Asia & Pacific,Upper middle income,28.804,6.755,,212155000.0,2195.79,0.510866,15.8,69.471,134.193,2.489
Trinidad and Tobago,TTO,1997,1260678.0,Trinidad and Tobago,TTO,Latin America & Caribbean,High income: nonOECD,15.236,7.553,3640.92,5737750000.0,4554.32,1.17317,25.4,68.85,245.584,3.684
Tunisia,TUN,1997,9384152.0,Tunisia,TUN,Middle East & North Africa,Upper middle income,18.949,5.466,810.314,20746400000.0,2208.21,0.043657,30.5,72.282,60.4732,15.94
Turkey,TUR,1997,60372499.0,Turkey,TUR,Europe & Central Asia,Upper middle income,22.874,6.943,1439.98,190000000000.0,3144.39,0.473695,37.7,68.189,78.4436,6.841
Tuvalu,TUV,1997,9277.0,Tuvalu,TUV,East Asia & Pacific,Upper middle income,,,,12700900.0,1362.32,,36.3,,310.767,
Tanzania,TZA,1997,31635251.0,Tanzania,TZA,Sub-Saharan Africa,Low income,41.854,14.796,55.8141,7683850000.0,253.476,0.00790028,90.3,49.503,35.2143,3.483
Uganda,UGA,1997,21865931.0,Uganda,UGA,Sub-Saharan Africa,Low income,49.276,18.252,,6269330000.0,289.504,0.0103193,96.2,44.19,108.38,2.099
Ukraine,UKR,1997,50594105.0,Ukraine,UKR,Europe & Central Asia,Lower middle income,8.7,14.9,2958.59,50150400000.0,991.23,0.198822,17.3,67.5763,87.3291,8.93
Uruguay,URY,1997,3271010.0,Uruguay,URY,Latin America & Caribbean,High income: nonOECD,17.075,9.474,1732.02,23969800000.0,7329.85,3.36324,16.7,74.086,18.6845,13.184
United States,USA,1997,272657000.0,United States,USA,North America,High income: OECD,14.2,8.7,12889.8,8580000000000.0,31459.1,21.6164,7.5,76.4293,29.7694,5.0
Uzbekistan,UZB,1997,23667000.0,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,25.5,5.8,1815.82,14744600000.0,623.003,0.0105369,56.7,66.626,55.6347,10.9
St. Vincent and the Grenadines,VCT,1997,108004.0,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,21.678,7.083,,347770000.0,3223.23,0.926372,19.1,70.731,276.654,20.678
"Venezuela, RB",VEN,1997,23110178.0,"Venezuela, RB",VEN,Latin America & Caribbean,High income: nonOECD,24.949,5.066,2700.27,85843500000.0,3758.84,0.390959,20.7,71.596,25.8917,11.16
Virgin Islands (U.S.),VIR,1997,108357.0,Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income: nonOECD,17.2,5.3,,,,6.94837,,76.0025,309.591,9.102
Vietnam,VNM,1997,77453335.0,Vietnam,VNM,East Asia & Pacific,Lower middle income,20.106,5.75,202.896,26843700000.0,348.017,0.00398196,26.9,72.399,236.976,2.87
Vanuatu,VUT,1997,174999.0,Vanuatu,VUT,East Asia & Pacific,Lower middle income,34.029,6.458,,255890000.0,1462.89,0.139506,25.6,66.66,14.3495,6.559
Samoa,WSM,1997,172198.0,Samoa,WSM,East Asia & Pacific,Lower middle income,31.505,6.568,,285476000.0,1659.09,0.174572,19.9,67.764,60.8014,3.776
"Yemen, Rep.",YEM,1997,16408954.0,"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,42.977,9.918,137.021,6838560000.0,428.061,0.0150253,76.2,59.415,30.2587,9.763
South Africa,ZAF,1997,43657024.0,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,23.983,10.105,4818.5,153000000000.0,3549.58,1.63209,46.8,59.489,35.4363,29.851
Zambia,ZMB,1997,9666578.0,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,45.325,18.604,638.284,4303280000.0,448.37,0.00932966,102.6,43.461,12.9106,13.813
Zimbabwe,ZWE,1997,11709997.0,Zimbabwe,ZWE,Sub-Saharan Africa,Low income,31.926,14.403,901.38,8529570000.0,731.948,0.0330803,60.4,47.661,30.1234,6.93
Aruba,ABW,1998,87277.0,Aruba,ABW,Latin America & Caribbean,High income: nonOECD,15.09,6.915,,1665100000.0,19078.3,,,73.7,484.872,
Afghanistan,AFG,1998,18863999.0,Afghanistan,AFG,South Asia,Low income,48.688,12.348,,,,,95.7,54.906,30.2328,3.536
Angola,AGO,1998,15504318.0,Angola,AGO,Sub-Saharan Africa,Upper middle income,48.46,18.706,73.3092,6506230000.0,423.594,0.0184537,127.5,45.763,12.3202,20.438
Albania,ALB,1998,3128530.0,Albania,ALB,Europe & Central Asia,Upper middle income,18.238,6.067,734.85,2545970000.0,813.79,0.0650274,25.4,73.208,114.18,18.323
Andorra,AND,1998,64142.0,Andorra,AND,Europe & Central Asia,High income: nonOECD,11.9,,,1211930000.0,18894.5,6.88621,6.4,,136.472,
United Arab Emirates,ARE,1998,2838145.0,United Arab Emirates,ARE,Middle East & North Africa,High income: nonOECD,17.675,1.98,11232.3,75674300000.0,26899.6,6.9083,10.2,73.883,39.6116,2.039
Argentina,ARG,1998,36241590.0,Argentina,ARG,Latin America & Caribbean,High income: nonOECD,19.945,7.879,1967.25,299000000000.0,8289.51,0.830767,18.9,73.213,13.1778,12.65
Armenia,ARM,1998,3108684.0,Armenia,ARM,Europe & Central Asia,Lower middle income,13.457,8.622,1308.59,1893730000.0,609.172,0.128659,29.7,70.434,109.192,9.4
American Samoa,ASM,1998,55901.0,American Samoa,ASM,East Asia & Pacific,Upper middle income,,,,,,,,,280.855,
Antigua and Barbuda,ATG,1998,79851.0,Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,19.95,6.453,,727861000.0,9940.19,4.07172,14.7,73.465,166.418,
Australia,AUS,1998,18711000.0,Australia,AUS,East Asia & Pacific,High income: OECD,13.3,6.8,9783.44,399000000000.0,21319.0,30.8132,5.3,78.6317,2.4356,7.676
Austria,AUT,1998,7976789.0,Austria,AUT,Europe & Central Asia,High income: OECD,10.2,9.8,6706.71,218000000000.0,27361.9,15.4212,4.8,77.6707,96.5947,5.523
Azerbaijan,AZE,1998,7913000.0,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,15.7,5.9,1936.94,4446370000.0,561.907,0.0374851,68.4,66.207,95.2318,10.0
Burundi,BDI,1998,6186352.0,Burundi,BDI,Sub-Saharan Africa,Low income,43.696,16.115,,893771000.0,144.493,0.0158428,101.4,47.708,240.871,1.995
Belgium,BEL,1998,10203008.0,Belgium,BEL,Europe & Central Asia,High income: OECD,11.2,10.3,7913.06,261000000000.0,25541.7,7.88662,5.2,77.4732,,9.323
Benin,BEN,1998,6470265.0,Benin,BEN,Sub-Saharan Africa,Low income,43.161,13.036,44.8204,2455090000.0,379.442,0.0478773,90.0,55.139,57.3809,0.976
Burkina Faso,BFA,1998,10968724.0,Burkina Faso,BFA,Sub-Saharan Africa,Low income,46.601,16.074,,2804900000.0,255.718,0.0454235,93.6,49.914,40.0904,2.44
Bangladesh,BGD,1998,126447965.0,Bangladesh,BGD,South Asia,Lower middle income,28.821,7.321,88.8144,49984600000.0,407.429,0.00368481,70.2,64.25,942.481,2.83
Bulgaria,BGR,1998,8256786.0,Bulgaria,BGR,Europe & Central Asia,Upper middle income,7.9,14.3,3932.4,14942200000.0,1809.68,1.84497,15.3,71.061,74.6342,12.2
Bahrain,BHR,1998,613702.0,Bahrain,BHR,Middle East & North Africa,High income: nonOECD,22.835,2.96,21251.4,6183780000.0,10076.2,3.2182,12.1,74.033,864.366,1.06
"Bahamas, The",BHS,1998,290060.0,"Bahamas, The",BHS,Latin America & Caribbean,High income: nonOECD,19.507,5.687,,6833220000.0,23514.4,2.33559,13.6,71.786,29.0307,7.65
Bosnia and Herzegovina,BIH,1998,3750485.0,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,12.072,8.332,1774.61,4116700000.0,1102.39,0.143671,9.5,73.569,72.9363,23.696
Belarus,BLR,1998,10069000.0,Belarus,BLR,Europe & Central Asia,Upper middle income,9.2,13.6,3016.29,15222000000.0,1511.77,0.0738689,11.3,68.4073,49.6401,14.0
Belize,BLZ,1998,230284.0,Belize,BLZ,Latin America & Caribbean,Upper middle income,30.99,6.029,,688992450.0,2992.44,2.09152,21.5,68.734,10.094,14.31
Bermuda,BMU,1998,60943.0,Bermuda,BMU,North America,High income: nonOECD,,,,3130750000.0,51371.7,32.1038,,,1128.57,
Bolivia,BOL,1998,8026254.0,Bolivia,BOL,Latin America & Caribbean,Lower middle income,31.326,9.959,405.1,8497550000.0,1049.5,0.626484,61.4,61.204,7.47416,3.184
Brazil,BRA,1998,170170640.0,Brazil,BRA,Latin America & Caribbean,Upper middle income,21.147,6.283,1808.34,864000000000.0,5087.15,1.47787,34.4,69.419,20.3138,9.423
Barbados,BRB,1998,267950.0,Barbados,BRB,Latin America & Caribbean,High income: nonOECD,14.27,7.482,,2874460000.0,10672.4,1.97025,13.4,76.68,626.363,12.4
Brunei Darussalam,BRN,1998,319222.0,Brunei Darussalam,BRN,East Asia & Pacific,High income: nonOECD,23.908,3.682,7755.12,4051150000.0,12693.8,6.28474,8.8,72.265,60.5586,5.448
Bhutan,BTN,1998,542155.0,Bhutan,BTN,South Asia,Lower middle income,29.302,9.68,,376955000.0,667.914,,63.4,59.089,14.1803,1.4
Botswana,BWA,1998,1669625.0,Botswana,BWA,Sub-Saharan Africa,Upper middle income,29.778,12.618,1096.57,4790460000.0,3039.97,0.602401,49.7,51.947,2.78056,20.86
Central African Republic,CAF,1998,3597385.0,Central African Republic,CAF,Sub-Saharan Africa,Low income,41.385,18.892,,967338000.0,278.331,0.0278782,112.4,44.857,5.57882,7.471
Canada,CAN,1998,30247900.0,Canada,CAN,North America,High income: OECD,11.4,7.2,16435.8,632000000000.0,20952.1,24.8974,5.4,78.6341,3.31612,8.278
Switzerland,CHE,1998,7110001.0,Switzerland,CHE,Europe & Central Asia,High income: OECD,11.1,8.8,7481.43,295000000000.0,41497.2,24.8,4.8,79.3244,179.882,3.597
Channel Islands,CHI,1998,146671.0,Channel Islands,CHI,Europe & Central Asia,High income: nonOECD,12.647,9.249,,5945680000.0,40585.4,,,78.406,739.889,7.868
Chile,CHL,1998,14887756.0,Chile,CHL,Latin America & Caribbean,High income: OECD,17.742,5.337,2176.96,81577400000.0,5446.58,1.66232,10.1,75.813,20.144,7.307
China,CHN,1998,1241935000.0,China,CHN,East Asia & Pacific,Upper middle income,15.64,6.5,870.617,1030000000000.0,828.58,0.16854,33.5,70.737,132.286,3.2
Cote d'Ivoire,CIV,1998,15884552.0,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,41.519,14.669,186.986,12612000000.0,809.013,0.0609744,100.7,50.242,49.0233,4.1
Cameroon,CMR,1998,14523570.0,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,41.779,14.771,172.442,10612800000.0,720.797,0.0132163,93.2,50.885,31.1476,8.031
"Congo, Dem. Rep.",COD,1998,44840529.0,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,46.022,16.514,93.4003,6215590000.0,138.586,0.000413065,111.0,49.233,19.7834,2.446
"Congo, Rep.",COG,1998,3048453.0,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,38.416,12.999,110.786,1949480000.0,660.472,0.00341514,72.7,51.899,8.64318,20.59
Colombia,COL,1998,39234062.0,Colombia,COL,Latin America & Caribbean,Upper middle income,23.361,5.288,894.269,98443700000.0,2566.02,1.12623,22.5,72.264,34.578,15.0
Comoros,COM,1998,515385.0,Comoros,COM,Sub-Saharan Africa,Low income,38.151,9.641,,370107000.0,718.117,0.037871,73.9,59.294,276.94,4.546
Cabo Verde,CPV,1998,417323.0,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,29.74,6.677,,521911000.0,1265.19,0.472735,35.9,67.512,102.361,11.454
Costa Rica,CRI,1998,3767373.0,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,20.885,3.915,1313.39,13617400000.0,3579.87,2.66638,12.3,77.124,74.4984,5.327
Cuba,CUB,1998,11064097.0,Cuba,CUB,Latin America & Caribbean,Upper middle income,13.628,7.16,1045.41,25736300000.0,2331.47,0.226699,7.4,76.23,102.781,6.23
Curacao,CUW,1998,144472.0,Curacao,CUW,Latin America & Caribbean,High income: nonOECD,,,6769.48,,,,,,325.387,
Cayman Islands,CYM,1998,37740.0,Cayman Islands,CYM,Latin America & Caribbean,High income: nonOECD,14.5333,3.12,,,,,,,159.704,
Cyprus,CYP,1998,908704.0,Cyprus,CYP,Europe & Central Asia,High income: nonOECD,14.347,6.88,3097.83,10248600000.0,15092.8,8.89054,6.5,77.738,98.3444,5.047
Czech Republic,CZE,1998,10294373.0,Czech Republic,CZE,Europe & Central Asia,High income: OECD,8.8,10.6,5604.81,66490400000.0,6458.9,3.89591,5.2,74.5146,133.226,5.904
Germany,DEU,1998,82047195.0,Germany,DEU,Europe & Central Asia,High income: OECD,9.6,10.4,6479.49,2240000000000.0,27340.7,9.87785,4.7,77.4756,235.079,9.788
Djibouti,DJI,1998,680612.0,Djibouti,DJI,Middle East & North Africa,Lower middle income,33.048,10.33,,514268000.0,755.762,0.094696,82.9,56.998,29.3556,13.432
Dominica,DMA,1998,70290.0,Dominica,DMA,Latin America & Caribbean,Upper middle income,16.2,7.8,,322410000.0,4593.71,2.92535,12.9,,93.58,
Denmark,DNK,1998,5304219.0,Denmark,DNK,Europe & Central Asia,High income: OECD,12.5,11.0,6504.26,177000000000.0,33368.1,22.6687,4.8,76.139,125.011,5.039
Dominican Republic,DOM,1998,8296375.0,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,25.683,6.158,1101.23,21672500000.0,2638.35,0.233914,35.0,68.925,170.036,6.3
Algeria,DZA,1998,30335732.0,Algeria,DZA,Middle East & North Africa,Upper middle income,21.073,5.148,618.493,48187700000.0,1596.0,0.0202386,34.9,69.745,12.6768,26.919
Ecuador,ECU,1998,12163885.0,Ecuador,ECU,Latin America & Caribbean,Upper middle income,26.517,5.308,686.563,27981900000.0,2293.89,0.125273,27.3,72.075,49.116,4.857
"Egypt, Arab Rep.",EGY,1998,67378056.0,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,26.845,6.737,885.314,84828800000.0,1281.4,0.147987,41.6,68.051,66.5029,8.03
Eritrea,ERI,1998,3224223.0,Eritrea,ERI,Sub-Saharan Africa,Low income,32.222,12.306,73.8749,745526000.0,337.888,0.00877424,61.8,54.137,21.8459,6.578
Spain,ESP,1998,40223509.0,Spain,ESP,Europe & Central Asia,High income: OECD,9.1,9.0,4479.05,617000000000.0,15340.3,4.36189,4.7,78.6659,80.5372,18.674
Estonia,EST,1998,1386156.0,Estonia,EST,Europe & Central Asia,High income: OECD,8.8,14.0,4733.95,5617110000.0,4052.29,10.796,10.1,69.3585,32.7001,9.51
Ethiopia,ETH,1998,62794151.0,Ethiopia,ETH,Sub-Saharan Africa,Low income,45.067,14.987,23.8051,7818220000.0,125.076,0.00966352,94.2,50.835,62.5077,3.489
Finland,FIN,1998,5153498.0,Finland,FIN,Europe & Central Asia,High income: OECD,11.1,9.6,14846.4,134000000000.0,25989.4,25.4525,3.7,77.0907,16.9195,13.214
Fiji,FJI,1998,800315.0,Fiji,FJI,East Asia & Pacific,Upper middle income,25.509,6.901,,1656780000.0,2070.57,0.633168,19.9,65.36,43.7962,3.838
France,FRA,1998,60186288.0,France,FRA,Europe & Central Asia,High income: OECD,12.8,9.1,7015.5,1500000000000.0,24974.3,6.31978,4.6,78.6049,109.916,12.075
Faroe Islands,FRO,1998,46580.0,Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,14.0,8.5,,1107880000.0,24034.2,11.3379,,78.0268,33.0201,
Gabon,GAB,1998,1171224.0,Gabon,GAB,Sub-Saharan Africa,Upper middle income,34.183,11.398,918.756,4483420000.0,3831.78,0.170125,56.1,59.066,4.54093,17.102
United Kingdom,GBR,1998,58487141.0,United Kingdom,GBR,Europe & Central Asia,High income: OECD,12.3,10.8,5908.87,1640000000000.0,28068.8,13.67,5.7,77.1902,241.752,6.203
